type,text
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
ham,No dear i do have free messages without any recharge. Hi hi hi
ham,"Me also da, i feel yesterday night  wait til 2day night dear."
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,Send me your id and password
ham,"Easy mate, * guess the quick drink was bit ambitious."
ham,Ok. I only ask abt e movie. U wan ktv oso?
ham,Just got outta class gonna go gym.
ham,Its posible dnt live in  # century cm frwd n thnk different
ham,Thnx dude. u guys out 2nite?
ham,Hi Harish's rent has been transfred to ur Acnt.
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
ham,i can call in  #  min if thats ok
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
ham,I am taking you for italian food. How about a pretty dress with no panties? :)
ham,No my mum went 2 dentist.
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit & Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning & Have A Happy Day:)
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
ham,You unbelievable faglord
ham,There is a first time for everything :)
ham,SYMPTOMS when U are in love: 1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
ham,No no:)this is kallis home ground.amla home town is durban:)
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
ham,"Sorry, I'll call later"
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
ham,I think i've fixed it can you send a test message?
ham,And I don't plan on staying the night but I prolly won't be back til late
ham,"Babe! I love you too !! You know? it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
ham,"Yep, by the pretty sculpture"
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
ham,Ok try to do week end course in coimbatore.
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,Yup no more already... Thanx 4 printing n handing it up.
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
ham,I'm done oredi...
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
ham,But we havent got da topic yet rite?
ham,Just nw i came to hme da..
ham,Whatsup there. Dont u want to sleep
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,Where are you ? You said you would be here when I woke ... :-(
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
ham,I'm always looking for an excuse to be in the city.
ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham,I've reached home n i bathe liao... U can call me now...
ham,Oh you got many responsibilities.
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  # g wifi ipad. And what are you saying about the about the  # g?
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
ham,Thts god's gift for birds as humans hav some natural gift frm god..
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost Â£1.50. 2 cancel send STOP"
ham,"Dear, take care. I am just reaching home.love u a lot."
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other stuff to deal with that i'm barely keeping myself together once this gets added to it."
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham,Yep then is fine 7.30 or 8.30 for ice age.
ham,Alright i have a new goal now
ham,TaKe CaRE n gET WeLL sOOn
ham,Today am going to college so am not able to atten the class.
spam,You have an important customer service announcement from PREMIER.
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(Â£1.50p. m)
ham,I.ll hand her my phone to chat wit u
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
ham,Ugh my leg hurts. Musta overdid it on mon.
spam,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
ham,You still at the game?
ham,It's ÃÂ© only $140 ard...Ãâ° rest all ard $180 at least...Which is ÃÂ© price 4 ÃÂ© 2 bedrm ($900)
ham,"Awesome, plan to get here any time after like  # , I'll text you details in a wee bit"
ham,Ya! when are u taking ure practical lessons? I start in june..  
ham,Dont let studying stress you out. L8r.
ham,I am joining today formally.Pls keep praying.will talk later.
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
ham,Oops. 4 got that bit.
ham,"Wow that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
ham,Yup next stop.
ham,So u'll be submitting da project tmr rite?
ham,Dear we are going to our rubber place
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
ham,"If e timing can, then i go w u lor..."
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
spam,You have 1 new message. Please call 08715205273
ham,I don't know but I'm raping dudes at poker
ham,From 5 to 2 only my work timing.
ham,Bring it if you got it
ham,u say until like dat i dun buy ericsson oso cannot oredi lar...
ham,Check wid corect speling i.e. Sarcasm
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. Â£1.50 increments. Help08718728876"
ham,u all write or wat..
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  #
ham,If i said anything wrong sorry de:-)
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
spam,PRIVATE! Your 2003 Account Statement for 078
ham,It's ok lar. U sleep early too... Nite...
ham,I always chat with you. In fact i need money can you raise me?
spam,WIN URGENT! Your mobile number has been awarded with a Â£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
ham,"Aight, I'll ask a few of my roommates"
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
ham,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
ham,Except theres a chick with huge boobs.
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
ham,I'll let you know when it kicks in
ham,"Sorry, I'll call later"
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
ham,"Aight, text me tonight and we'll see what's up"
ham,I'm leaving my house now...
ham,Unni thank you dear for the recharge..Rakhesh
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
spam,"URGENT!: Your Mobile No. was awarded a Â£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
ham,"Goodnight, sleep well da please take care pa. Please."
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
ham,Beautiful Truth against Gravity.. Read carefully: Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.. GOOD NIGHT
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a Â£350 award. If your number matches call 09064019014 to receive your Â£350 award.
ham,Thanks chikku..:-) gud nyt:-*
ham,Host-based IDPS for linux systems.
ham,What happen dear. Why you silent. I am tensed
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
